Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,MRP_bin,Vis_per_Weight,Is_New_Outlet
NCB54,8.76,Low Fat,0.050256604,Health and Hygiene,127.3336,OUT018,2009,Medium,Tier 3,Supermarket Type2,2684.5056,16,Medium,0.005737054596226645,0
FDX46,12.3,Regular,0.058234621,Snack Foods,58.7562,OUT045,2002,Small,Tier 2,Supermarket Type1,592.562,23,Low,0.004734521647599866,0
NCC07,19.6,Low Fat,0.023931217,Household,103.1964,OUT013,1987,High,Tier 3,Supermarket Type1,736.3748,38,Medium,0.0012209803968887551,0
FDQ34,10.85,LF,0.284065879,Snack Foods,105.5622,OUT019,1985,Small,Tier 1,Grocery Store,211.7244,40,Medium,0.026181184591595894,0
FDM16,8.155,Regular,0.033692089,Frozen Foods,76.2354,OUT018,2009,Medium,Tier 3,Supermarket Type2,1279.0018,16,Low,0.004131463503192705,0
FDJ55,12.8,Regular,0.023417004,Meat,223.8404,OUT027,1985,Medium,Tier 3,Supermarket Type3,7201.2928,40,Very_High,0.0018294532945739616,0
DRI01,7.97,Low Fat,0.034647829,Soft Drinks,171.2422,OUT017,2007,Small,Tier 2,Supermarket Type1,3103.9596,18,High,0.0043472803830263,0
FDD50,18.85,Low Fat,0.142219209,Canned,167.6132,OUT018,2009,Medium,Tier 3,Supermarket Type2,1522.0188,16,High,0.007544785223088317,0
FDJ08,11.1,Low Fat,0.11089655,Fruits and Vegetables,191.5846,OUT045,2002,Small,Tier 2,Supermarket Type1,2101.9306,23,Very_High,0.009990679280118984,0
NCK18,9.6,Low Fat,0.006708517,Household,164.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,2972.1312,26,High,0.0006988037813746062,0
FDQ14,9.27,Low Fat,0.103419257,Dairy,148.105,OUT010,1998,Medium,Tier 3,Grocery Store,149.805,27,High,0.011156337199963626,0
FDS51,13.35,Low Fat,0.032180494,Meat,61.2194,OUT046,1997,Small,Tier 1,Supermarket Type1,433.4358,28,Low,0.002410523714567512,0
FDA04,11.3,Regular,0.066717378,Frozen Foods,260.8962,OUT035,2004,Small,Tier 2,Supermarket Type1,4920.9278,21,Very_High,0.0059041922208679445,0
FDP10,19.0,Low Fat,0.128814669,Snack Foods,107.6622,OUT017,2007,Small,Tier 2,Supermarket Type1,1164.4842,18,Medium,0.006779719064225312,0
FDT36,12.3,Low Fat,0.111500259,Baking Goods,35.6874,OUT045,2002,Small,Tier 2,Supermarket Type1,846.8976,23,Low,0.009065060970320248,0
FDH38,6.425,Low Fat,0.010497273,Canned,118.3808,OUT017,2007,Small,Tier 2,Supermarket Type1,2812.3392,18,Medium,0.0016338165550480069,0
FDC16,11.5,Regular,0.020653603,Dairy,84.954,OUT018,2009,Medium,Tier 3,Supermarket Type2,865.54,16,Low,0.0017959653220899722,0
FDF17,5.19,Low Fat,0.042687151,Frozen Foods,195.911,OUT049,1999,Medium,Tier 1,Supermarket Type1,2946.165,26,Very_High,0.008224883000985934,0
FDU23,12.15,Low Fat,0.021705417,Breads,163.5184,OUT013,1987,High,Tier 3,Supermarket Type1,3137.2496,38,High,0.0017864539270408292,0
FDB34,15.25,Low Fat,0.026651184,Snack Foods,86.6198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.1762,26,Low,0.0017476185083528848,0
FDW26,11.8,Regular,0.106968096,Dairy,221.6772,OUT013,1987,High,Tier 3,Supermarket Type1,3113.2808,38,Very_High,0.009065092113127787,0
FDP45,15.7,Regular,0.030686952,Snack Foods,253.4724,OUT045,2002,Small,Tier 2,Supermarket Type1,1510.0344,23,Very_High,0.001954582805440586,0
FDD38,16.75,Regular,0.008191729,Canned,103.5674,OUT046,1997,Small,Tier 1,Supermarket Type1,1629.8784,28,Medium,0.0004890584185636765,0
FDM60,10.8,Regular,0.048218142,Baking Goods,42.2138,OUT049,1999,Medium,Tier 1,Supermarket Type1,690.4346,26,Low,0.004464642364384966,0
FDW26,11.8,Regular,0.107036943,Dairy,220.3772,OUT035,2004,Small,Tier 2,Supermarket Type1,4447.544,21,Very_High,0.009070926604158761,0
FDV51,16.35,Low Fat,0.032381325,Meat,166.1842,OUT027,1985,Medium,Tier 3,Supermarket Type3,5470.8786,40,High,0.0019805090531798742,0
FDT33,7.81,Regular,0.034043503,Snack Foods,168.7158,OUT049,1999,Medium,Tier 1,Supermarket Type1,2673.8528,26,High,0.004358962694114892,0
FDQ40,11.1,Regular,0.036027524,Frozen Foods,177.2712,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528,28,High,0.0032457225904754423,0
FDX40,12.85,Low Fat,0.11474738988888888,Frozen Foods,38.3164,OUT035,2004,Small,Tier 2,Supermarket Type1,502.0132,21,Low,0.008929757273084173,0
FDU31,10.5,Regular,0.02498633,Fruits and Vegetables,216.7508,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.7112,21,Very_High,0.0023796502495571194,0
DRJ01,6.135,Low Fat,0.115032406,Soft Drinks,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,1288.9888,28,High,0.01875018537079293,0
FDP11,15.85,Low Fat,0.068765925,Breads,216.9166,OUT027,1985,Medium,Tier 3,Supermarket Type3,4354.332,40,Very_High,0.004338543890312689,0
NCN43,12.15,Low Fat,0.006727008,Others,125.173,OUT027,1985,Medium,Tier 3,Supermarket Type3,3202.498,40,Medium,0.0005536631643075585,0
FDA15,9.3,Low Fat,0.016087659,Dairy,249.6092,OUT018,2009,Medium,Tier 3,Supermarket Type2,5976.2208,16,Very_High,0.0017298556204456323,0
FDO04,16.6,Low Fat,0.026544001285714287,Frozen Foods,54.6614,OUT017,2007,Small,Tier 2,Supermarket Type1,884.1824,18,Low,0.0015990361257035035,0
NCF43,8.51,Low Fat,0.051936086,Household,142.947,OUT035,2004,Small,Tier 2,Supermarket Type1,3006.087,21,High,0.006102947108936886,0
NCI17,8.645,Low Fat,0.1442339,Health and Hygiene,95.441,OUT017,2007,Small,Tier 2,Supermarket Type1,3282.394,18,Medium,0.016684081355224832,0
FDY47,8.6,Regular,0.05443912,Breads,128.831,OUT013,1987,High,Tier 3,Supermarket Type1,1038.648,38,Medium,0.006330129496496571,0
FDF20,12.85,Low Fat,0.033059299,Fruits and Vegetables,196.4768,OUT027,1985,Medium,Tier 3,Supermarket Type3,6306.4576,40,Very_High,0.002572707893174483,0
NCS53,14.5,Low Fat,0.089778187,Health and Hygiene,158.4604,OUT046,1997,Small,Tier 1,Supermarket Type1,2693.8268,28,High,0.006191598676441471,0
FDK38,6.65,Low Fat,0.053372768,Canned,149.5734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2524.0478,26,High,0.008025978943461812,0
FDW43,20.1,Regular,0.022406575,Fruits and Vegetables,225.9036,OUT013,1987,High,Tier 3,Supermarket Type1,3643.2576,38,Very_High,0.0011147549196639343,0
FDV57,15.25,Regular,0.065896556,Snack Foods,179.266,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128,28,High,0.004321085355994403,0
FDX26,17.7,Low Fat,0.088305201,Dairy,182.3292,OUT017,2007,Small,Tier 2,Supermarket Type1,4195.8716,18,High,0.004988994124915586,0
FDR04,7.075,Low Fat,0.022566975,Frozen Foods,97.3068,OUT046,1997,Small,Tier 1,Supermarket Type1,1263.6884,28,Medium,0.0031896779943918025,0
FDP19,11.5,Low Fat,0.19038483285714286,Fruits and Vegetables,129.3652,OUT013,1987,High,Tier 3,Supermarket Type1,2066.6432,38,Medium,0.016555201417560127,0
FDT07,5.82,Regular,0.077756427,Fruits and Vegetables,254.533,OUT017,2007,Small,Tier 2,Supermarket Type1,1281.665,18,Very_High,0.013360208529173792,0
DRB24,8.785,Low Fat,0.020609218,Soft Drinks,155.1656,OUT049,1999,Medium,Tier 1,Supermarket Type1,4016.1056,26,High,0.002345955111445064,0
FDB36,5.465,Regular,0.0485448542,Baking Goods,129.1626,OUT046,1997,Small,Tier 1,Supermarket Type1,3672.5528,28,Medium,0.008882862821068102,0
NCE07,8.18,Low Fat,0.013066448,Household,140.9154,OUT027,1985,Medium,Tier 3,Supermarket Type3,2127.231,40,Medium,0.001597365085896689,0
FDI16,14.0,reg,0.135118202,Frozen Foods,52.564,OUT027,1985,Medium,Tier 3,Supermarket Type3,2290.352,40,Low,0.009651299453478611,0
FDP45,15.7,Regular,0.030624844,Snack Foods,252.2724,OUT046,1997,Small,Tier 1,Supermarket Type1,1258.362,28,Very_High,0.0019506268821256763,0
NCC43,7.39,low fat,0.092705683,Household,251.9066,OUT013,1987,High,Tier 3,Supermarket Type1,4267.1122,38,Very_High,0.012544745663769194,0
FDQ23,6.55,Low Fat,0.042941559,Breads,102.9332,OUT019,1985,Small,Tier 1,Grocery Store,102.5332,40,Medium,0.006555962205196609,0
FDW24,6.8,Low Fat,0.03748996,Baking Goods,48.6034,OUT035,2004,Small,Tier 2,Supermarket Type1,291.6204,21,Low,0.005513228600995794,0
FDW09,13.65,Regular,0.025795293,Snack Foods,80.2302,OUT027,1985,Medium,Tier 3,Supermarket Type3,2139.2154,40,Low,0.0018897649165007387,0
FDN10,11.5,Low Fat,0.046115083,Snack Foods,120.2124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612,21,Medium,0.004010006868695055,0
FDE23,17.6,Regular,0.053170949,Starchy Foods,45.606,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.422,21,Low,0.0030210764760752,0
FDV16,7.75,Regular,0.082915017,Frozen Foods,34.9558,OUT035,2004,Small,Tier 2,Supermarket Type1,645.1602,21,Low,0.010698710490488967,0
FDF12,8.235,Low Fat,0.082028694,Baking Goods,148.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,3990.8052,40,High,0.009960981668368955,0
FDN21,18.6,Low Fat,0.076975118,Snack Foods,161.8236,OUT049,1999,Medium,Tier 1,Supermarket Type1,1611.236,26,High,0.004138446981803925,0
DRC25,5.73,Low Fat,0.045371855,Soft Drinks,86.0882,OUT046,1997,Small,Tier 1,Supermarket Type1,1116.5466,28,Low,0.007918297920017815,0
NCP18,12.15,Low Fat,0.028642712,Household,149.0708,OUT049,1999,Medium,Tier 1,Supermarket Type1,1203.7664,26,High,0.002357424661940357,0
FDW60,5.44,Regular,0.017047751,Baking Goods,174.637,OUT013,1987,High,Tier 3,Supermarket Type1,2999.429,38,High,0.003133777181290959,0
FDY04,17.7,Regular,0.042562588,Frozen Foods,165.021,OUT045,2002,Small,Tier 2,Supermarket Type1,3425.541,23,High,0.002404665852843737,0
NCJ31,19.2,LF,0.181769264,Others,240.6196,OUT027,1985,Medium,Tier 3,Supermarket Type3,4579.3724,40,Very_High,0.009467148673586006,0
DRN47,12.1,Low Fat,0.016812745,Hard Drinks,180.666,OUT013,1987,High,Tier 3,Supermarket Type1,4134.618,38,High,0.0013894829430179387,0
FDU13,8.355,Low Fat,0.21742102655555554,Canned,145.6418,OUT013,1987,High,Tier 3,Supermarket Type1,3384.2614,38,High,0.026022860626295025,0
FDT39,6.26,reg,0.016516867,Meat,151.1366,OUT010,1998,Medium,Tier 3,Grocery Store,453.4098,27,High,0.0026384767350676143,0
NCQ18,15.75,Low Fat,0.134960397,Household,101.37,OUT013,1987,High,Tier 3,Supermarket Type1,2097.27,38,Medium,0.008568913551180094,0
FDV25,5.905,low fat,0.045614252,Canned,221.5456,OUT013,1987,High,Tier 3,Supermarket Type1,6852.4136,38,Very_High,0.007724681503017527,0
NCE30,16.0,Low Fat,0.099136036,Household,210.3902,OUT046,1997,Small,Tier 1,Supermarket Type1,1486.7314,28,Very_High,0.006196001862749883,0
NCN42,20.25,Low Fat,0.014222617,Household,148.9418,OUT046,1997,Small,Tier 1,Supermarket Type1,3531.4032,28,High,0.0007023514221061026,0
FDW25,5.175,Low Fat,0.037457098,Canned,83.4224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1448.7808,26,Low,0.007238085171384508,0
FDS49,9.0,Low Fat,0.079279489,Canned,77.2644,OUT013,1987,High,Tier 3,Supermarket Type1,1335.5948,38,Low,0.008808831132352096,0
FDN34,15.6,Regular,0.045835395,Snack Foods,168.2132,OUT049,1999,Medium,Tier 1,Supermarket Type1,2367.5848,26,High,0.002938166157809862,0
FDS45,5.175,Regular,0.029616108,Snack Foods,107.7622,OUT018,2009,Medium,Tier 3,Supermarket Type2,2011.3818,16,Medium,0.00572291831441192,0
NCL53,7.5,Low Fat,0.03934245425,Health and Hygiene,175.4028,OUT027,1985,Medium,Tier 3,Supermarket Type3,6729.9064,40,High,0.005245659867245351,0
FDT38,18.7,Low Fat,0.0576269,Dairy,83.3566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.2452,26,Low,0.0030816522416228747,0
NCX06,17.6,Low Fat,0.015687045,Household,182.6976,OUT046,1997,Small,Tier 1,Supermarket Type1,3440.8544,28,High,0.0008913093243574247,0
NCY17,18.2,Low Fat,0.162960415,Health and Hygiene,43.5086,OUT013,1987,High,Tier 3,Supermarket Type1,1070.6064,38,Low,0.00895386846407316,0
NCO18,13.15,Low Fat,0.024651269,Household,179.5686,OUT046,1997,Small,Tier 1,Supermarket Type1,1422.1488,28,High,0.0018746210741733024,0
FDY47,8.6,Regular,0.091195818,Breads,130.231,OUT010,1998,Medium,Tier 3,Grocery Store,129.831,27,Medium,0.010604163650678646,0
FDF57,14.5,Regular,0.058542509,Fruits and Vegetables,168.6448,OUT027,1985,Medium,Tier 3,Supermarket Type3,3408.896,40,High,0.004037414135350749,0
FDS26,20.35,Low Fat,0.089608321,Dairy,262.1594,OUT049,1999,Medium,Tier 1,Supermarket Type1,3139.9128,26,Very_High,0.004403357080916113,0
NCL17,7.39,Low Fat,0.067766896,Health and Hygiene,140.6812,OUT035,2004,Small,Tier 2,Supermarket Type1,3704.5112,21,Medium,0.009170079408649605,0
NCB18,19.6,Low Fat,0.041355366,Household,88.7514,OUT049,1999,Medium,Tier 1,Supermarket Type1,2656.542,26,Low,0.002109967545409819,0
FDA50,16.25,LF,0.145913308,Dairy,95.441,OUT010,1998,Medium,Tier 3,Grocery Store,193.082,27,Medium,0.008979279939736618,0
DRE13,6.28,Low Fat,0.027748176,Soft Drinks,86.5198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1395.5168,26,Low,0.004418498659474735,0
DRE60,9.395,Low Fat,0.159201868,Soft Drinks,226.072,OUT013,1987,High,Tier 3,Supermarket Type1,3621.952,38,Very_High,0.016945380633807277,0
FDB20,7.72,Low Fat,0.052274691,Fruits and Vegetables,79.1986,OUT017,2007,Small,Tier 2,Supermarket Type1,778.986,18,Low,0.0067713321539725185,0
NCS18,12.65,Low Fat,0.042175992,Household,106.4938,OUT013,1987,High,Tier 3,Supermarket Type1,2465.4574,38,Medium,0.003334070250271127,0
FDH19,19.35,Low Fat,0.057933643,Meat,175.1738,OUT019,1985,Small,Tier 1,Grocery Store,347.5476,40,High,0.002993986563618265,0
FDS47,16.75,Low Fat,0.15200346925000002,Breads,88.7856,OUT045,2002,Small,Tier 2,Supermarket Type1,966.7416,23,Low,0.009074833443293526,0
FDC09,15.5,Regular,0.026280116,Fruits and Vegetables,102.3332,OUT013,1987,High,Tier 3,Supermarket Type1,922.7988,38,Medium,0.0016954912454521778,0
DRG23,8.88,Low Fat,0.086916126,Hard Drinks,153.3682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1219.7456,26,High,0.009787850924791562,0
FDU34,18.25,Low Fat,0.075347426,Snack Foods,126.3046,OUT045,2002,Small,Tier 2,Supermarket Type1,747.0276,23,Medium,0.004128625855965706,0
FDZ40,8.935,Low Fat,0.040410039,Frozen Foods,52.9298,OUT017,2007,Small,Tier 2,Supermarket Type1,539.298,18,Low,0.004522667540831837,0
NCE30,16.0,Low Fat,0.09911729,Household,210.7902,OUT035,2004,Small,Tier 2,Supermarket Type1,4460.1942,21,Very_High,0.006194830237823109,0
FDA44,19.7,LF,0.053439522,Fruits and Vegetables,55.093,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.674,16,Low,0.002712665953671779,0
FDB32,20.6,Low Fat,0.023448504,Fruits and Vegetables,93.9778,OUT035,2004,Small,Tier 2,Supermarket Type1,2816.334,21,Low,0.001138276837947726,0
NCO06,19.25,Low Fat,0.108030434,Household,32.4558,OUT046,1997,Small,Tier 1,Supermarket Type1,101.8674,28,Low,0.005611970305871672,0
FDY44,14.15,Regular,0.024404558,Fruits and Vegetables,198.311,OUT046,1997,Small,Tier 1,Supermarket Type1,2553.343,28,Very_High,0.001724703623695857,0
FDG10,6.63,Regular,0.010961483,Snack Foods,58.2588,OUT045,2002,Small,Tier 2,Supermarket Type1,343.5528,23,Low,0.0016533154369056655,0
FDF38,11.8,Regular,0.026358005,Canned,39.6138,OUT046,1997,Small,Tier 1,Supermarket Type1,365.5242,28,Low,0.002233729047989064,0
FDW59,13.15,Low Fat,0.03627089,Breads,85.9566,OUT019,1985,Small,Tier 1,Grocery Store,169.1132,40,Low,0.002758242375799059,0
FDP34,12.85,Low Fat,0.137227848,Snack Foods,155.563,OUT046,1997,Small,Tier 1,Supermarket Type1,4224.501,28,High,0.010679209130022637,0
FDZ26,11.6,Regular,0.144832027,Dairy,239.8222,OUT017,2007,Small,Tier 2,Supermarket Type1,4063.3774,18,Very_High,0.012485518492627717,0
FDH17,16.2,Regular,0.029157849,Frozen Foods,97.0726,OUT019,1985,Small,Tier 1,Grocery Store,293.6178,40,Medium,0.001799867111119314,0
FDU44,12.15,Regular,0.058756205,Fruits and Vegetables,161.0552,OUT017,2007,Small,Tier 2,Supermarket Type1,3411.5592,18,High,0.004835901248073971,0
FDS23,4.635,Low Fat,0.141108156,Breads,128.2994,OUT049,1999,Medium,Tier 1,Supermarket Type1,2698.4874,26,Medium,0.030444040033648322,0
DRE03,19.6,Low Fat,0.024325592,Dairy,48.5718,OUT018,2009,Medium,Tier 3,Supermarket Type2,425.4462,16,Low,0.0012411015693315525,0
FDY57,20.2,Regular,0.121500143,Snack Foods,95.0752,OUT045,2002,Small,Tier 2,Supermarket Type1,2588.6304,23,Medium,0.006014858266591175,0
FDH50,15.0,Regular,0.160653682,Canned,185.2266,OUT027,1985,Medium,Tier 3,Supermarket Type3,5901.6512,40,High,0.010710244752650349,0
DRY23,9.395,Regular,0.109096371,Soft Drinks,44.6112,OUT046,1997,Small,Tier 1,Supermarket Type1,511.3344,28,Low,0.01161217236698538,0
FDT27,11.395,Regular,0.069574013,Meat,232.8616,OUT035,2004,Small,Tier 2,Supermarket Type1,2812.3392,21,Very_High,0.006105660982390437,0
FDB38,19.5,Regular,0.027458099,Canned,158.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,2556.672,16,High,0.0014081075688149964,0
FDY16,18.35,Regular,0.092226754,Frozen Foods,184.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.1054,28,High,0.005025980870518753,0
FDG33,5.365,Regular,0.234733477,Seafood,173.4764,OUT010,1998,Medium,Tier 3,Grocery Store,171.7764,27,High,0.04375273685876293,0
FDN04,11.8,Regular,0.014144442,Frozen Foods,180.4344,OUT018,2009,Medium,Tier 3,Supermarket Type2,535.3032,16,High,0.0011986814238405573,0
FDJ48,11.3,Low Fat,0.056754036,Baking Goods,247.5118,OUT017,2007,Small,Tier 2,Supermarket Type1,2470.118,18,Very_High,0.005022480617479591,0
NCC07,19.6,Low Fat,0.023999722,Household,104.0964,OUT045,2002,Small,Tier 2,Supermarket Type1,525.982,23,Medium,0.0012244755497716555,0
FDI35,14.0,Low Fat,0.041355366,Starchy Foods,182.0634,OUT049,1999,Medium,Tier 1,Supermarket Type1,4544.085,26,High,0.002953954503288964,0
DRH49,19.7,Low Fat,0.024655594,Soft Drinks,84.3592,OUT046,1997,Small,Tier 1,Supermarket Type1,743.0328,28,Low,0.0012515529313932522,0
FDY51,12.5,Low Fat,0.081134826,Meat,220.0798,OUT046,1997,Small,Tier 1,Supermarket Type1,4848.3556,28,Very_High,0.006490785560737155,0
NCG07,12.3,Low Fat,0.052608525,Household,191.253,OUT045,2002,Small,Tier 2,Supermarket Type1,2656.542,23,Very_High,0.0042771155059255685,0
FDA22,7.435,Low Fat,0.084452363,Starchy Foods,165.2158,OUT046,1997,Small,Tier 1,Supermarket Type1,2840.9686,28,High,0.011358756105076516,0
FDA33,6.48,Low Fat,0.033899898,Snack Foods,146.9076,OUT046,1997,Small,Tier 1,Supermarket Type1,2956.152,28,High,0.005231464933415904,0
FDV03,17.6,Low Fat,0.058042926,Meat,154.6314,OUT013,1987,High,Tier 3,Supermarket Type1,1861.5768,38,High,0.003297893335346969,0
FDP27,8.155,Low Fat,0.119692888,Meat,188.453,OUT045,2002,Small,Tier 2,Supermarket Type1,4364.319,23,Very_High,0.014677237685194645,0
FDZ20,16.1,Low Fat,0.0343603,Fruits and Vegetables,253.4356,OUT049,1999,Medium,Tier 1,Supermarket Type1,2797.6916,26,Very_High,0.002134179991665839,0
FDR56,15.5,Regular,0.100922503,Fruits and Vegetables,199.0768,OUT049,1999,Medium,Tier 1,Supermarket Type1,2759.0752,26,Very_High,0.006511128805733625,0
NCV41,14.35,LF,0.016956266,Health and Hygiene,109.3228,OUT027,1985,Medium,Tier 3,Supermarket Type3,2431.5016,40,Medium,0.0011816212416988683,0
FDU11,4.785,Low Fat,0.092576144,Breads,121.0098,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.7058,21,Medium,0.01934715248753344,0
NCB30,14.6,Low Fat,0.025742955,Household,197.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,4761.8016,26,Very_High,0.0017632159751221938,0
FDX23,6.445,Low Fat,0.029812714,Baking Goods,95.4436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1229.0668,16,Medium,0.0046257113071045295,0
FDY24,4.88,Regular,0.133382115,Baking Goods,55.0298,OUT013,1987,High,Tier 3,Supermarket Type1,647.1576,38,Low,0.02733239501385348,0
FDZ37,8.1,Regular,0.019791889714285714,Canned,88.5198,OUT013,1987,High,Tier 3,Supermarket Type1,261.6594,38,Low,0.002443442872943561,0
FDL10,8.395,Low Fat,0.039484739,Snack Foods,97.9042,OUT035,2004,Small,Tier 2,Supermarket Type1,1686.4714,21,Medium,0.004703363227711349,0
NCE18,10.0,Low Fat,0.021425341,Household,250.175,OUT046,1997,Small,Tier 1,Supermarket Type1,2996.1,28,Very_High,0.0021425338857466118,0
FDY60,10.5,Regular,0.02624324,Baking Goods,143.8128,OUT027,1985,Medium,Tier 3,Supermarket Type3,4458.1968,40,High,0.0024993559524422904,0
FDT24,12.35,Regular,0.185704641,Baking Goods,77.1328,OUT013,1987,High,Tier 3,Supermarket Type1,2239.7512,38,Low,0.015036811818881635,0
NCV06,11.3,Low Fat,0.066668724,Household,192.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.4692,21,Very_High,0.005899886557532163,0
FDP51,13.85,Regular,0.149305497,Meat,119.6124,OUT019,1985,Small,Tier 1,Grocery Store,592.562,40,Medium,0.010780179510456355,0
FDU49,19.5,Regular,0.030688557,Canned,85.754,OUT035,2004,Small,Tier 2,Supermarket Type1,2163.85,21,Low,0.0015737720731398936,0
FDQ16,19.7,LF,0.041803291,Frozen Foods,110.3912,OUT049,1999,Medium,Tier 1,Supermarket Type1,3275.736,26,Medium,0.0021219943592896266,0
FDV16,7.75,Regular,0.082861686,Frozen Foods,32.6558,OUT013,1987,High,Tier 3,Supermarket Type1,679.116,38,Low,0.010691829072022055,0
FDL36,15.1,Low Fat,0.076385385,Baking Goods,88.483,OUT018,2009,Medium,Tier 3,Supermarket Type2,988.713,16,Low,0.005058634433203018,0
FDE09,8.775,Low Fat,0.021498768,Fruits and Vegetables,111.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,1768.3648,40,Medium,0.0024500017720795702,0
NCV54,11.1,Low Fat,0.033102681,Household,116.6124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612,21,Medium,0.002982223244844753,0
FDH27,7.075,Low Fat,0.058676973,Dairy,142.0128,OUT017,2007,Small,Tier 2,Supermarket Type1,2588.6304,18,Medium,0.00829356391610404,0
FDF33,7.97,LF,0.021531416,Seafood,108.4596,OUT035,2004,Small,Tier 2,Supermarket Type1,3020.0688,21,Medium,0.0027015575029413425,0
NCP18,12.15,Low Fat,0.028592842,Household,151.0708,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.9452,21,High,0.002353320135529207,0
FDZ45,14.1,Low Fat,0.067148407,Snack Foods,200.4084,OUT018,2009,Medium,Tier 3,Supermarket Type2,3968.168,16,Very_High,0.004762298031042693,0
FDU25,12.35,Low Fat,0.026552056,Canned,56.2246,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.738,40,Low,0.0021499638744968525,0
FDQ40,11.1,Regular,0.060302689,Frozen Foods,175.8712,OUT010,1998,Medium,Tier 3,Grocery Store,175.7712,27,High,0.0054326741952545774,0
DRD25,6.135,Low Fat,0.138269873,Soft Drinks,111.686,OUT019,1985,Small,Tier 1,Grocery Store,452.744,40,Medium,0.02253787293596203,0
